Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3qhlB30KknSejmIvZZLjOD,"5p9HO3XC5P3BLxJs5Mtrhm","End of Beginning","DECIDE","Djo",2022-09-16,159245,89,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"indie pop,pov: indie,psychedelic pop",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
4ZnkygoWLzcGbQYCm3lkae,"3WGpXCj9YhhfX11TToZcXP","Rush","Something To Give Each Other","Troye Sivan",2023-10-13,156391,86,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"australian pop,pop,viral pop",0.743,0.837,5,-7.634,0,0.0633,0.00288,0.0000286,0.104,0.378,126.023,4
41nIJErYY9goKvnCyG7ov6,"2uYWxilOVlUdk4oV9DvwqK","The Frost","The Land Is Inhospitable and So Are We","Mitski",2023-09-15,168480,66,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"brooklyn indie,pov: indie",0.461,0.282,10,-17.201,1,0.03,0.901,0.0301,0.303,0.348,106.943,4
44zcMuVzpIb0RnzuxipJOn,"2Cg4UE0dOib6suUva3ieEH","How I'd Kill","How I'd Kill","Cowboy Malfoy",2023-02-02,143506,64,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.514,0.368,5,-10.019,0,0.0515,0.73,0.0000072,0.204,0.436,89.318,3
5TtmI9sfXw4VXco0PE21mV,"65YhYi4Fz5Ibgq7ueev2Rm,7BFFr4BUABKAorAN43APPd,3VWrnOYO3VBCE9MAleAQM4","2 Aquarelles: Lento, ma non troppo","ENGLISH STRING MINIATURES, Vol. 4","Frederick Delius,Royal Northern Sinfonia,David Lloyd-Jones",2002-03-08,132120,66,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,early modern classical,impressionism,post-romantic era,british orchestra,chamber orchestra,orchestral performance",0.176,0.0534,10,-27.626,1,0.0406,0.97,0.915,0.29,0.0332,71.673,5
2dOsUDI94FXz3S9hKi0z9E,"5iRPbkcPmqAFFwDUj6ywVS","Take off","REPUBLIC OF 2PM","2PM",2011-11-30,204000,49,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"k-pop,k-pop boy group",0.615,0.888,3,-4.79,1,0.0303,0.165,0,0.204,0.74,131.995,4
2R8MZR1RCP4cIJITHDPRbY,"7f4ignuCJhLXfZ9giKT7rH","Favorite (Vampire)","Favorite - The 3rd Album Repackage","NCT 127",2021-10-25,215586,63,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"k-pop,k-pop boy group",0.561,0.758,5,-3.87,0,0.0478,0.000831,0.00000308,0.15,0.178,149.944,4
0rFWuqFgHAfuzE8uSB9TWR,"3qm84nBOXUEQ2vnTfUTTFC","Live And Let Die","Use Your Illusion I","Guns N' Roses",1991-09-17,182733,75,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"glam metal,hard rock,rock",0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,4
4yQw7FR9lcvL6RHtegbJBh,"7nwUJBm0HE4ZxD3f5cy5ok","Think","Aretha Now","Aretha Franklin",1968-06-14,139733,70,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz",0.687,0.63,6,-10.817,1,0.0389,0.251,0,0.221,0.926,110.051,4
5K09WxKdlkroDyEVyOSySy,"7nwUJBm0HE4ZxD3f5cy5ok","(You Make Me Feel Like) A Natural Woman","Lady Soul (With Bonus Selections)","Aretha Franklin",1968-01-22,165333,73,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz",0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,3
0vbxXDaTymLnfTMzSXMlcZ,"0gOrXuu1vCBXe3pwTyb5Ca","Etude Op. 25 no. 5 in e minor","Frédéric Chopin 24 Etudes","Valentina Lisitsa",2020-03-01,202000,19,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical piano,ukrainian classical piano",0.333,0.0823,4,-25.949,1,0.0389,0.99,0.913,0.12,0.0947,68.705,3
78RrvbRDI8Yuf7R8dFt74X,"6n7nd5iceYpXVwcx8VPpxF,6FbYyIZHMrBfvFJ8bidDcQ,0pg6JsCTbYB7zS4BRF94d9,6I6fmQU7HGrUsCm4B5Nlk3","Dvořák: 7 Gipsy Melodies, Op. 55, B. 104: No. 4, Als die alte Mutter (Transcr. for Trumpet and Orchestra)","Storyteller","Antonín Dvořák,Tine Thing Helseth,Eivind Aadland,Royal Liverpool Philharmonic Orchestra",2011-10-10,146920,42,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,czech classical,late romantic era,classical performance,classical trumpet,british orchestra,orchestra",0.141,0.1,2,-16.907,1,0.0352,0.983,0.865,0.112,0.0386,91.968,4
48ncsTkxc9KlRZEG0PC2rZ,"5ihY290YPGc3aY2xTyx7Gy,0d6alfZHUx3xoRnPjkTL7Q,4WXodir2Ci7Ywk0uTaTKkt,3ilNZUdmNZ2nUcuAOIpsQl","Piano Concerto in A minor, Op. 16: II. Adagio - Live","Wonderland - Edvard Grieg: Piano Concerto, Lyric Pieces","Edvard Grieg,Alice Sara Ott,Symphonieorchester des Bayerischen Rundfunks,Esa-Pekka Salonen",2016-09-09,398240,60,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,late romantic era,norwegian classical,classical performance,classical piano,german classical piano,contemporary classical,finnish contemporary classical,nordic contemporary classical,orchestral performance",0.106,0.0151,1,-27.98,1,0.0432,0.981,0.875,0.0731,0.0352,75.712,3
0USK9GYk8n1FQg5rUTWadD,"4dl2as3pdCgkcctBVPhB8A,3ti3DSNOdg2yPshkZsriGa","Winter (L'Inverno) Op.8 No.4 F Minor: Allegro Non Molto","Vivaldi - The Four Seasons","Baroque Festival Orchestra,Alberto Lizzio",1994-07-01,215066,63,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"fictitious orchestra",0.482,0.044,5,-25.506,0,0.0611,0.91,0.23,0.0709,0.269,143.276,4
2QY6yf0vi5EVQTaJ94EuTP,"1Mtd57xUzIfeCexQtWRvgr","Liebesleid","Liebesleid","Rousseau",2020-01-24,272023,32,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.276,0.0771,9,-21.61,1,0.034,0.991,0.92,0.0963,0.0633,69.763,3
0cdxWWqwnT1zmcpZ8w5NAx,"3MKCzCnpzw3TjUYs2v7vDA,5JdT0LYJdlPbTC58p60WTX,6I6fmQU7HGrUsCm4B5Nlk3,6H9eOWeGZkU9alBUYqNR7Q","Violin Concerto in D Major, Op. 35, TH. 59: III. Allegro vivacissimo","Higdon / Tchaikovsky: Violin Concertos","Pyotr Ilyich Tchaikovsky,Hilary Hahn,Royal Liverpool Philharmonic Orchestra,Vasily Petrenko",2010-01-01,631146,32,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,late romantic era,russian romanticism,violin,british orchestra,orchestra,classical performance,orchestral performance",0.304,0.116,11,-26.302,0,0.0432,0.921,0.395,0.0847,0.214,82.207,4
12ICG4ARajR8WSmMeGENsM,"78sEozQOEJxzXegUuqRSgH","Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.2 in C minor BWV847","Bach, JS : Well-Tempered Clavier Books 1 & 2","Daniel Barenboim",2004,93306,56,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,classical performance,israeli classical piano",0.295,0.148,0,-22.731,0,0.0361,0.994,0.86,0.0889,0.163,68.201,3
01bE92ADfWtIskqhPwvj58,"25Eab1kIY1gh0Yo1oV04G4,5Y25U2cOdB0UQ56nL8RcKX","6 Album Leaves, Op. 2, JB 1:51: No. 2 in A Minor, Chanson. Moderato","Smetana: Piano Works, Vol. 4","Bedřich Smetana,Jitka Čechová",2009-03-13,97306,66,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,czech classical,late romantic era,czech classical piano",0.186,0.0268,9,-30.366,0,0.0443,0.995,0.824,0.0613,0.0748,66.022,4
3rYalgSbySRzcKLu6e5Xqn,"436sYg6CZhNefQJogaXeK0,6eg0Lhwxk31hrFEAXfpCd1,4khYM3vJclruis0KI1Og9h,2p1ajptgFozpil91yrYncQ","Samson et Dalila, Op. 47, R. 288: Mon coeur s'ouvre a ta voix (Arr. Rot for Violin and Orchestra)","Violin on Stage","Camille Saint-Saëns,Bomsori,NFM Wrocław Philharmonic,Giancarlo Guerrero",2021-06-18,429320,13,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,french romanticism,late romantic era,korean classical performance,orkiestra symfoniczna,orchestral performance",0.139,0.0472,9,-27.889,1,0.0485,0.647,0.121,0.0955,0.0352,80.383,4
4ihPZcXdWDbrXyQDDQZIvY,"1Mtd57xUzIfeCexQtWRvgr","Serenade","Serenade","Rousseau",2020-01-13,368257,33,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.255,0.0146,2,-25.086,1,0.0481,0.994,0.94,0.0722,0.0398,64.821,3
1Fdp0yLsiMhxAp03w5yqZ4,"3m8qh3adp23dCoZBHZt5IH","G Minor Bach","G Minor Bach","Kassia",2020-04-28,168019,39,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.535,0.258,3,-19.238,1,0.0312,0.987,0.946,0.107,0.581,98.939,4
7fAFoIehXy4Aou20Z63k8y,"7jzR5qj8vFnSu5JHaXgFEr,5JdT0LYJdlPbTC58p60WTX,0K6ufQj8JzIZPPkvZrEwJS,3ilNZUdmNZ2nUcuAOIpsQl","Violin Concerto in D Minor, Op. 47: I. Allegro moderato","Schoenberg: Violin Concerto / Sibelius: Violin Concerto op.47","Jean Sibelius,Hilary Hahn,Swedish Radio Symphony Orchestra,Esa-Pekka Salonen",2008-01-01,1039653,45,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,finnish classical,impressionism,post-romantic era,violin,nordic orchestra,orchestra,radio symphony,classical performance,contemporary classical,finnish contemporary classical,nordic contemporary classical,orchestral performance",0.234,0.195,10,-20.666,1,0.0441,0.883,0.657,0.0861,0.0398,94.748,3
2iw7OdsDBK0sUATeJJrUui,"7LtEzy8BxqLGuwCggRyzbV","Soltane Ghalbha (King of Hearts)","Soltane Ghalbha (King of Hearts)","Mohsen Jozi",1970,124500,31,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.411,0.283,9,-9.53,0,0.0368,0.963,0.966,0.167,0.448,65.884,4
1NeCBBpW3nNVSpxA9ScNn3,"1O2VCqaEfk91iBO0Sgchvb","SPACE TRIP","陰/陽","Soma Saito",2022-12-07,231266,21,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"dansei seiyu,j-division,shonen",0.524,0.843,4,-4.999,1,0.0383,0.00344,0.0000184,0.132,0.878,159.939,4
2h8BoFJxiCmGqsGmIQKkB0,"2kRfqPViCqYdSGhYSM9R0Q","Dangerous","Silence Between Songs","Madison Beer",2023-09-15,227839,57,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"pop",0.351,0.355,5,-8.772,1,0.0286,0.874,0.00000629,0.0997,0.17,77.248,3
09fAL7YwPV3YzVmQDzLY8d,"1WgXqy2Dd70QQOU7Ay074N","Exist for Love","The Gods We Can Touch","AURORA",2022-01-21,252716,58,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"art pop,norwegian pop",0.428,0.357,9,-9.96,1,0.0281,0.787,0.00296,0.0809,0.286,145.675,4
0K2KKyyKoPaNTOUPxubHPN,"2kRfqPViCqYdSGhYSM9R0Q","Spinnin","Spinnin","Madison Beer",2023-08-18,166916,57,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"pop",0.63,0.308,8,-9.5,1,0.03,0.729,0,0.111,0.174,121.735,3
3ZTuYuaV1fhdNnuIBuzTYy,"5abSRg0xN1NV3gLbuvX24M","Nour El Ein","Nour El Ein","Amr Diab",1996-01-01,307762,65,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"arab pop,belly dance,egyptian pop,persian pop,rif",0.747,0.658,8,-12.339,1,0.0784,0.265,0.00000398,0.0379,0.772,100.066,4
7DMuJ4PIkv72xeDsPa9qmF,"7Fqe0QpkJOM26wbeHGEKbD","Barsha","Sharea El Gharam","Saber Rebai",2003-01-01,230936,33,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"arab pop,classic tunisian pop,tunisian pop",0.836,0.828,0,-10.1,1,0.0675,0.0112,0.00234,0.0255,0.842,97.198,4
0NJyThbEN5v6vFWrsH5uPF,"0LnHdW6HMPoOlNdhG3DHjE","Inta Eyh","Ah W Noss","Nancy Ajram",2004-01-01,304720,63,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"afghan pop,arab pop,belly dance,lebanese pop",0.744,0.716,2,-6.086,0,0.0318,0.0768,0.00000336,0.0695,0.776,136.013,4
75dQGEa9va7cb9iLcuR0kE,"1M9AXZkNPdOd1IPEsQsXnT,428GNN7qZnTsMaK3SfPo6D,7JQlNkPQ2EwNuzjnFia9DO","Coppelia: Act III - La discorde et la guerre","Delibes: Coppelia (Complete Ballet) / La Source Suites","Léo Delibes,Slovak Radio Symphony Orchestra,Andrew Mogrelia",1995-12-13,218400,14,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,french opera,french romanticism,late romantic era,orchestra,radio symphony,symfonicky orchestr",0.262,0.135,4,-23.059,1,0.0371,0.814,0.853,0.44,0.135,93.02,4
29gfScVzNjf6IbCCwr6lX8,"1M9AXZkNPdOd1IPEsQsXnT,428GNN7qZnTsMaK3SfPo6D,7JQlNkPQ2EwNuzjnFia9DO","Coppelia: Act III - Le travail","Delibes: Coppelia (Complete Ballet) / La Source Suites","Léo Delibes,Slovak Radio Symphony Orchestra,Andrew Mogrelia",1995-12-13,86106,18,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,french opera,french romanticism,late romantic era,orchestra,radio symphony,symfonicky orchestr",0.458,0.0175,7,-33.66,0,0.0376,0.916,0.00803,0.221,0.346,159.471,4
34N7lhpRH37z94kasZgzUR,"1M9AXZkNPdOd1IPEsQsXnT,428GNN7qZnTsMaK3SfPo6D,7JQlNkPQ2EwNuzjnFia9DO","Coppelia: Act I - Mazurka","Delibes: Coppelia (Complete Ballet) / La Source Suites","Léo Delibes,Slovak Radio Symphony Orchestra,Andrew Mogrelia",1995-12-13,248026,31,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,french opera,french romanticism,late romantic era,orchestra,radio symphony,symfonicky orchestr",0.298,0.194,7,-20.007,1,0.0571,0.519,0.857,0.0971,0.324,82.285,4
03xxnNXmK7lJjW9hV2ldn8,"1M9AXZkNPdOd1IPEsQsXnT,428GNN7qZnTsMaK3SfPo6D,7JQlNkPQ2EwNuzjnFia9DO","Coppelia: Act I - Valse","Delibes: Coppelia (Complete Ballet) / La Source Suites","Léo Delibes,Slovak Radio Symphony Orchestra,Andrew Mogrelia",1995-12-13,141200,59,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,french opera,french romanticism,late romantic era,orchestra,radio symphony,symfonicky orchestr",0.198,0.0313,3,-26.69,1,0.0419,0.901,0.866,0.0924,0.189,88.813,4
5rDXfGMWI6S8wkXR0MHsvv,"5069JTmv5ZDyPeZaCCXiCg","love.","0.1 flaws and all.","wave to earth",2023-04-20,307750,77,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"korean city pop",0.319,0.391,2,-9.758,1,0.0298,0.649,0.296,0.279,0.251,61.921,4
59Y1f3y8FuLjadWY9Bx2LC,"7gW0r5CkdEUMm42w9XpyZO","Letter To My 13 Year Old Self","Bewitched","Laufey",2023-09-08,262680,70,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"gen z singer-songwriter",0.521,0.141,10,-14.915,1,0.03,0.97,0.000114,0.0992,0.235,92.06,4
0eFMbKCRw8KByXyWBw8WO7,"6HaGTQPmzraVmaVxvz6EUc","Still With You","Still With You","Jung Kook",2020-06-05,239905,82,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"k-pop",0.529,0.469,1,-6.967,0,0.0358,0.0899,0.0000153,0.831,0.344,87.864,4
6srKWUIUiCrZDqy82DNdGG,"0gOrXuu1vCBXe3pwTyb5Ca","Nocturne No. 2 in E Flat Major, Op. 9-2","Nocturnes","Valentina Lisitsa",2019-11-29,286786,14,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical piano,ukrainian classical piano",0.411,0.00451,3,-30.717,1,0.0538,0.994,0.956,0.0835,0.072,68.325,4
65ljuhl47gfQHFvIrDweff,"0gOrXuu1vCBXe3pwTyb5Ca","Nocturne No.1 in B Flat Minor, Op. 9-1","Nocturnes","Valentina Lisitsa",2019-11-29,365101,13,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical piano,ukrainian classical piano",0.245,0.00616,1,-28.114,1,0.0492,0.99,0.881,0.0748,0.0399,64.946,4
2Bie1obEGBgahC4lf3P55i,"0gOrXuu1vCBXe3pwTyb5Ca","Nocture in C Sharp Minor, Op. Post","Nocturnes","Valentina Lisitsa",2019-11-29,267612,20,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical piano,ukrainian classical piano",0.296,0.00374,8,-30.169,1,0.0523,0.989,0.914,0.0676,0.131,71.507,3
5VBjyOQzqlPNgdRPMM6prF,"5069JTmv5ZDyPeZaCCXiCg","seasons","summer flows 0.02","wave to earth",2020-08-04,255998,84,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"korean city pop",0.372,0.273,7,-10.629,1,0.0268,0.782,0.0463,0.219,0.165,60.038,4
1nXZnTALNXiPlvXotqHm66,"4V8LLVI7PbaPR0K2TGSxFF","A BOY IS A GUN*","IGOR","Tyler, The Creator",2019-05-17,210253,74,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"hip hop,rap",0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,4
33JFCwEvVejNIxGwHMakbk,"7aKABlGTdOJkSML40kD64b","Mariage d'Amour","Mariage d'Amour","Jacob's Piano",2017-03-19,269629,60,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"new age piano",0.303,0.178,7,-20.756,0,0.0467,0.972,0.941,0.0836,0.218,162.93,4
2MLHyLy5z5l5YRp7momlgw,"3jOstUTkEu2JkjvRdBA5Gu","Island In The Sun","Weezer","Weezer",2001-05-15,200306,82,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"alternative rock,modern power pop,modern rock,permanent wave,rock",0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4
0CsUrex3Xgtj8ayUKj5YPL,"6mEgpqXA4yzhhncW4cBHlh","威風堂々 (feat. 東雲彰人&青柳冬弥&KAITO)","Vivid BAD SQUAD SEKAI ALBUM vol.1","Vivid BAD SQUAD",2022-06-01,196386,62,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.757,0.881,2,-3.913,1,0.0942,0.0439,0,0.028,0.858,129.961,4
4rrrn8OLrttq7r9RgNXalU,"0Kekt6CKSo0m5mivKcoH51,0gOrXuu1vCBXe3pwTyb5Ca,5yxyJsFanEAuwSM5kOuZKc,4znpeZQkiPbcXtHlRbfTqF","Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto","Rachmaninov: Piano Concerto No.2","Sergei Rachmaninoff,Valentina Lisitsa,London Symphony Orchestra,Michael Francis",2012-01-01,644272,64,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,post-romantic era,russian romanticism,ukrainian classical,classical piano,ukrainian classical piano,british orchestra,orchestra",0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,4
1l0BBsLElenQWul8Fn8tT1,"2uYWxilOVlUdk4oV9DvwqK","I Don't Like My Mind","The Land Is Inhospitable and So Are We","Mitski",2023-09-15,145026,68,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"brooklyn indie,pov: indie",0.146,0.37,4,-10.569,1,0.0328,0.0789,0.0000191,0.172,0.281,148.538,3
3CR4lqVVx9F96vkd7QAEmJ,"4uReB9HwMdEgwDXredJoVW","She Said","She Said","Katie Tupper",2023-05-08,215960,49,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"",0.651,0.431,2,-7.031,0,0.0964,0.691,0,0.215,0.417,72.055,4
7aiNnT5ZmP1gJHN2pYqy9m,"0Kekt6CKSo0m5mivKcoH51,0gOrXuu1vCBXe3pwTyb5Ca,5yxyJsFanEAuwSM5kOuZKc,4znpeZQkiPbcXtHlRbfTqF","Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve","Rachmaninov: Piano Concerto No.3","Sergei Rachmaninoff,Valentina Lisitsa,London Symphony Orchestra,Michael Francis",2012-01-01,811544,30,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,post-romantic era,russian romanticism,ukrainian classical,classical piano,ukrainian classical piano,british orchestra,orchestra",0.356,0.19,7,-19.962,0,0.0317,0.977,0.881,0.0413,0.072,102.944,4
4r9hiElqKWMPT4Z3vN2exq,"6kXm2YCtdUOpRYNKeKhfue,68Uwx1d3EbjDJhYsLjqvIq","A Lovely Night","La La Land (Original Motion Picture Soundtrack)","Ryan Gosling,Emma Stone",2016-12-09,236506,67,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"hollywood",0.364,0.478,7,-8.645,1,0.0473,0.299,0.0015,0.124,0.493,134.551,4
1Fav4xZn60uGM3XmiHJmvT,"3WGpXCj9YhhfX11TToZcXP","One Of Your Girls","Something To Give Each Other","Troye Sivan",2023-10-13,181481,75,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"australian pop,pop,viral pop",0.637,0.639,11,-7.832,0,0.0542,0.0926,0.00503,0.223,0.81,92.987,4
0EF1EE8zusg3Y869e56JFd,"22y08IZx7u6SWpsfap1Cub","Nothing's New","Good God!","Rio Romeo",2022-09-23,211000,88,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"pov: indie,weirdcore",0.421,0.394,11,-8.312,1,0.0277,0.863,0.00000474,0.0984,0.399,96.192,3
7K6X5f12eWPb1yWmbxyLKr,"0HC5DGqdUzXorIXUudkeWG,6f4LXqcGifD364sFBKFfoN","12 Schubert Songs: Heidenroslein (Hedge Rose)","Godowsky, L.: Piano Music, Vol. 6 - Schubert Transcriptions","Leopold Godowsky,Konstantin Scherbakov",2003-10-18,122040,47,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"polish classical,post-romantic era,classical piano,russian classical piano",0.456,0.0344,7,-27.323,1,0.0385,0.994,0.744,0.104,0.329,127.34,4
0EGKIwHF13Gry0Ov0hpVpT,"7KkUirCiJZhgRN3NbgG98L,6f4LXqcGifD364sFBKFfoN","6 Pezzi, P. 44: No. 5. Studio","Respighi: Piano Music","Ottorino Respighi,Konstantin Scherbakov",1997-12-12,92040,46,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,early modern classical,impressionism,italian romanticism,neoclassicism,post-romantic era,classical piano,russian classical piano",0.261,0.113,10,-26.723,0,0.0309,0.988,0.941,0.105,0.232,72.456,3
5VUqbQ8Z5NXEITbmFhAhbk,"6nZiWg5ZB511S24WmB7TCV,1mlJpazSMM0qkokoS6SNRN","24 Preludes, Op. 11: No. 1 in C Major","Scriabin: Preludes, Vol. 1","Alexander Scriabin,Evgeny Zarafiants",2000-02-09,62506,59,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,contemporary classical,early modern classical,impressionism,late romantic era,russian romanticism,russian classical piano",0.351,0.273,0,-21.277,1,0.051,0.991,0.873,0.253,0.0629,71.184,3
1m7xhfthPyNBdIJcGREuh1,"7eZXdqPC0XYtALWzaVjGLh,2PfSqNvD6yUMeq9krR7X3g","33 Miniatures for Piano (Excerpts): No. 22, Grazioso","Memories from Home","Giya Kancheli,Elisaveta Blumina",2020-01-17,72813,60,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"caucasian classical,compositional ambient,contemporary classical,minimalism,russian classical piano",0,0.0107,5,-31.45,1,0,0.993,0.943,0.075,0,0,0
0XfFRLi9G87t57kqZAzeef,"1AoIc5YFH0aSFc4mKqBEeB,02B3Os1lCLuWR6klPJiQpW,5yxyJsFanEAuwSM5kOuZKc,3sjupE75AphhTX12fgkQv6","Méditation from Thaïs","Szymanowski: Violin Concerto No.1","Jules Massenet,Nicola Benedetti,London Symphony Orchestra,Daniel Harding",2005-01-01,331933,57,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,french opera,french romanticism,post-romantic era,violin,british orchestra,orchestra,classical performance,orchestral performance",0.114,0.0701,4,-23.417,0,0.0445,0.87,0.431,0.0916,0.0371,89.33,1
20ZYjuXxzdfpCnYf6MXPjO,"6n7nd5iceYpXVwcx8VPpxF,0SlNRZ8zBLAgyB1lsoYxAa,37Lr1lIJy824MQIENRUnZn","8 Slavonic Dances, Op. 72: No. 2 in E Minor (Allegretto grazioso)","Antonín Dvořák - Cosy Nights","Antonín Dvořák,Gewandhausorchester,Kurt Masur",2022-11-22,78960,48,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,czech classical,late romantic era,classical performance,german orchestra,orchestra,orchestral performance",0.181,0.0579,4,-29.244,0,0.0384,0.881,0.88,0.126,0.172,79.522,3
1mmGGSpnrepCHV0Of7dBKg,"3MKCzCnpzw3TjUYs2v7vDA,2tfWguHr2nj4e8KXLKciVq,5yxyJsFanEAuwSM5kOuZKc","Tchaikovsky: The Sleeping Beauty, Op. 66, Act I The Spell: No. 6, Waltz","Tchaikovsky: The Sleeping Beauty, Op. 66","Pyotr Ilyich Tchaikovsky,André Previn,London Symphony Orchestra",1974-01-01,298506,38,spotify:user:ggspg3znn7mxxp7488yaxzdhf,2024-02-27T18:20:38Z,"classical,late romantic era,russian romanticism,orchestral performance,british orchestra,orchestra",0.227,0.154,10,-17.569,1,0.0393,0.963,0.837,0.105,0.364,94.658,1
